"CODIGO";"CODIGO INTERNO";"TIPO";"SUB DESCRICAO";"FABRICANTE";"MARCA";"SEGMENTO";"OBS";"OBS COMPLEMENTAR";"NCM";"MINIMO";"MAXIMO";"PRECO ENTRADA";"PRECO CUSTO";"PRECO MEDIO";"PRECO VENDA";"PRECO PESQUISA";"MARKUP";"COEFICIENTE MARKUP";"QTD";"QTD MULTIPLA COMPRA";"QTD MULTIPLA VENDA";"QTD MULTIPLA APLICACAO";"ATACADO";"VAREJO";"SITUACAO";"ANTIGO";"COR";"LADO";"POSICAO";"LOCALIZACAO";"EXTREMIDADE";"USO";"IMAGEM";"GTIN";"GTIN-14";"MEDIDA";"PRAZO GARANTIA";"OBS GARANTIA";"GRUPO ITEM";"SUB GRUPO ITEM";"FORNECEDOR REFERENCIAL";"UN";"REFERENCIA";"CST/ICMS";"PRECO PROMOCAO";"SEGMENTO";"COD.IMPORTACAO XML";"BASE CALCULO ICMS RET";"% ICMS RET";"ICMS RET";"ICMS SUBSTITUTO";"PIS/COFINS";"CHAVE NFE";"RANKING CURVA ABC GERAL ITEM";"CURVA ABC GERAL ITEM";"VALOR CURVA ABC GERAL ITEM";"REGISTRO ABC GERAL ITEM";"CODIGO CURVA ABC FORNECEDOR";"VALOR CURVA ABC FORNECEDOR";"REGISTRO CURVA ABC FORNECEDOR";"UF CURVA ABC FORNECEDOR";
"47728";"";"VELA";"AQUECEDORA";"=""006224""";"MANDO MACHINERY";"";"GM 2.0 TRACKER";"";"8511.8010";"1,00";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""006224""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"47980";"";"VELA";"AQUECEDORA";"=""42736""";"ARCO";"";"KIA 2.5 16V SORENTO HR K2500";"";"8511.8010";"1,00";"3,00";"48,00";"48,00";"48,00";"86,40";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""42736""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"47982";"";"VELA";"CABO";"=""F00099C142""";"BOSCH";"";"FORD ZETEC 1.6 8V";"(TODOS)";"8544.3000";"0,00";"0,00";"69,50";"69,50";"69,50";"125,10";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""F00099C142""";"";"";"";"=""""";"";"";"F";"=""4047026263022""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"0.0000";"";"";"";"";"";
"47983";"";"VELA";"IGNICAO";"=""F000KE0P10""";"BOSCH";"";"FORD ZETEC 1.6 8V";"(TODOS)";"8511.1000";"0,00";"0,00";"11,50";"11,50";"11,50";"20,70";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""F000KE0P10""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48030";"";"VELA";"IGNICAO";"=""F000KE0P30""";"BOSCH";"";"VOLKSWAGEN VOYAGE 1.6 2018";"";"8511.1000";"0,00";"0,00";"10,71";"10,71";"10,71";"19,28";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""F000KE0P30""";"";"";"";"=""""";"";"";"F";"=""4047024656727""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48053";"";"VELA";"AQUECEDORA";"=""2607""";"IMPORTADO";"";"KIA 2.5 16V SORENTO HR K2500";"";"8511.8010";"1,00";"3,00";"22,00";"34,19";"22,00";"39,60";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""2607""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"4181";"17.77";"18.00";"2.85";"1.00";"t";"=""43200807393647000170550010000284171478483571""";"";"";"0.0000";"";"";"";"";"";
"48145";"";"VELA";"IGNICAO";"=""BKR6E""";"NGK";"";"FIAT EVO 1.0";"";"8511.1000";"0,00";"0,00";"11,98";"11,98";"11,98";"21,56";"0,00";"80%";"1,8000";"4";"4,00";"4,00";"4,00";"F";"F";"";"=""BKR6E""";"";"";"";"=""""";"";"";"F";"=""7897707507009""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR6E";"60-ICMS ANTEC.S.TRIB";"0,00";"";"3786";"15.39";"18.00";"1.90";"0.87";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48221";"";"VELA";"IGNICAO";"=""F000KE0P07""";"BOSCH";"";"FIAT FIRE";"";"8511.1000";"0,00";"0,00";"8,70";"8,70";"8,70";"15,66";"0,00";"80%";"1,8000";"0";"0,00";"0,00";"0,00";"F";"F";"";"=""F000KE0P07""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"";"";"";"";"";"";"PC";"";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48222";"";"VELA";"IGNICAO";"=""F000KE0P39""";"";"";"FIAT 2.0 MAREA UNO MILLE";"";"8511.1000";"0,00";"0,00";"9,50";"9,50";"9,50";"17,10";"0,00";"80%";"1,8000";"0";"0,00";"0,00";"0,00";"F";"F";"";"=""F000KE0P39""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"";"";"";"";"";"";"PC";"";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48253";"";"VELA";"AQUECEDORA";"=""DS-004""";"DELPHI";"";"MITSUBISHI L200 2.5 TDI/ISUZU 3.1
TD/NISSAN 3.2TD/H100";"";"8511.8010";"1,00";"3,00";"0,00";"38,62";"38,62";"69,52";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""DS-004""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48406";"";"VELA";"IGNICAO";"=""BKR6ESZ-10""";"NGK";"";"RENAULT CLIO/KANGOO 1.6 16V 2004/ - SCENIC 1.6";"";"8511.1000";"0,00";"0,00";"14,60";"14,60";"14,60";"26,28";"0,00";"80%";"1,8000";"16";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR6ESZ-10""";"";"";"";"=""""";"";"";"F";"=""7897707509713""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR6ESZ-10";"";"0,00";"";"3786";"17.83";"18.00";"2.20";"1.01";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48407";"";"VELA";"IGNICAO";"=""BKR5EKC""";"NGK";"";"FIAT PALIO/SIENA 1.5/1.6";"";"8511.1000";"0,00";"0,00";"17,42";"17,42";"17,42";"31,36";"0,00";"80%";"1,8000";"4";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR5EKC""";"";"";"";"=""""";"";"";"F";"=""7897707507092""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR5EKC";"";"0,00";"";"3786";"20.16";"18.00";"2.49";"1.14";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48408";"";"VELA";"IGNICAO";"=""LZKAR7A""";"NGK";"";"PEUGEOT 206 1.0 16V - CLIO/KANGOO 1.0 16V";"";"8511.1000";"0,00";"0,00";"16,37";"16,37";"16,37";"29,47";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""LZKAR7A""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"";"";"";"LOJA";"";"";"PC";"LZKAR7A";"";"0,00";"";"3786";"19.99";"18.00";"2.47";"1.13";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48409";"";"VELA";"IGNICAO";"=""LFR6B*A""";"NGK";"";"PEUGEOT 206/307 1.6 16V 01/ - CITROEN XSARA/PICASSO 1.6 16V";"";"8511.1000";"0,00";"0,00";"21,71";"21,71";"21,71";"39,08";"0,00";"80%";"1,8000";"24";"4,00";"0,00";"4,00";"F";"F";"";"=""LFR6B*A""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"";"";"";"LOJA";"";"";"PC";"LFR6B*A";"";"0,00";"";"3786";"26.50";"18.00";"3.27";"1.50";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48410";"";"VELA";"IGNICAO";"=""LFR5B*A""";"NGK";"";"PEUGEOT 307/407 2.0 16V 2003/ - CITROEN XSARA PICASSO 2.0 16V 2001";"";"8511.1000";"0,00";"0,00";"21,71";"21,71";"21,71";"39,08";"0,00";"80%";"1,8000";"20";"4,00";"0,00";"4,00";"F";"F";"";"=""LFR5B*A""";"";"";"";"=""""";"";"";"F";"=""2000000036724""";"=""""";"";"";"";"LOJA";"";"";"PC";"LFR5B*A";"";"0,00";"";"3786";"26.50";"18.00";"3.27";"1.50";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48411";"";"VELA";"IGNICAO";"=""BKR5EYA""";"NGK";"";"TOYOTA COROLLA 1.6/1.8 16V 92/97 - HILUX 2.7 98/ - LAND CRUISER 4.5 SW4";"";"8511.1000";"0,00";"0,00";"17,52";"17,52";"17,52";"31,54";"0,00";"80%";"1,8000";"12";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR5EYA""";"";"";"";"=""""";"";"";"F";"=""7897707509973""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR5EYA";"";"0,00";"";"3786";"18.87";"18.00";"2.33";"1.07";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48412";"";"VELA";"IGNICAO";"=""BKR5EYA-11""";"NGK";"";"TOYOTA COROLLA 1.6/1.8 16V VVTI DOHC 2002/ - CORONA 93/99 - FIELDER 2004";"";"8511.1000";"0,00";"0,00";"15,46";"15,46";"15,46";"27,83";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR5EYA-11""";"";"";"";"=""""";"";"";"F";"=""7897707508914""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR5EYA-11";"";"0,00";"";"3786";"18.87";"18.00";"2.33";"1.07";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48413";"";"VELA";"IGNICAO";"=""BKUR7ETB-10""";"NGK";"";"VOLKSWAGEN GOL/PARATI 1.0 MI 16V - 97/07.2001";"";"8511.1000";"0,00";"0,00";"16,52";"16,52";"16,52";"29,74";"0,00";"80%";"1,8000";"8";"4,00";"4,00";"4,00";"F";"F";"";"=""BKUR7ETB-10""";"";"";"";"=""""";"";"";"F";"=""7897707507139""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKUR7ETB-10";"";"0,00";"";"3786";"20.16";"18.00";"2.49";"1.14";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48414";"";"VELA";"IGNICAO";"=""BKR7ESB""";"NGK";"";"VOLKSWAGEN GOL/PARATI/SAVEIRO 1.0/1.6 8V 10.2005/ - FOX 1.0 8V 04.2005";"";"8511.1000";"0,00";"0,00";"14,00";"14,00";"14,00";"25,20";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR7ESB""";"";"";"";"=""""";"";"";"F";"=""7897707509775""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR7ESB";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48415";"";"VELA";"IGNICAO";"=""BKUR6ETC-10""";"NGK";"";"VOLKSWAGEN GOL/PARATI/SAVEIRO TOTALFLEX 1.6 8V 05.03/10.06 - BICOMBUSTIVEL";"";"8511.1000";"0,00";"0,00";"18,72";"18,72";"18,72";"33,70";"0,00";"80%";"1,8000";"8";"4,00";"4,00";"4,00";"F";"F";"";"=""BKUR6ETC-10""";"";"";"";"=""""";"";"";"F";"=""7897707510597""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKUR6ETC-10";"";"0,00";"";"3786";"18.18";"18.00";"2.17";"1.11";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48416";"";"VELA";"IGNICAO";"=""BKUR5ETC-10""";"NGK";"";"VW GOLF A4 1.6 8V - GOL POWER/FOX";"";"8511.1000";"0,00";"0,00";"16,52";"16,52";"16,52";"29,74";"0,00";"80%";"1,8000";"4";"4,00";"4,00";"4,00";"F";"F";"";"=""BKUR5ETC-10""";"";"";"";"=""""";"";"";"F";"=""7897707510566""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKUR5ETC-10";"";"0,00";"";"3786";"20.16";"18.00";"2.49";"1.14";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48417";"";"VELA";"IGNICAO";"=""BPR6EY""";"NGK";"";"GM CORSA/CELTA/OMEGA - GASOLINA/ETANOL/GNV";"";"8511.1000";"0,00";"0,00";"11,57";"11,57";"11,57";"20,83";"0,00";"80%";"1,8000";"4";"4,00";"0,00";"4,00";"F";"F";"";"=""BPR6EY""";"";"";"";"=""""";"";"";"F";"=""7897707510887""";"=""""";"";"";"";"LOJA";"";"";"PC";"BPR6EY";"";"0,00";"";"3786";"14.42";"18.00";"1.78";"0.82";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48418";"";"VELA";"IGNICAO";"=""ZKR8B10""";"NGK";"";"FIAT 1.4 8V PUNTO";"";"8511.1000";"0,00";"0,00";"12,79";"12,79";"12,79";"23,02";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""ZKR8B10""";"";"";"";"=""""";"";"";"F";"=""7897707510153""";"=""""";"";"";"";"LOJA";"";"";"PC";"ZKR8B10";"";"0,00";"";"3786";"14.80";"18.00";"1.83";"0.84";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48439";"";"VELA";"IGNICAO";"=""BKR5EY""";"NGK";"";"FORD – BELINA 1.6 CHT – ATé 1991 FORD – CORCEL 1.6 CHT – ATé 1991 FORD – DEL REY 1.6 CHT – ATé 1991 FORD – PAMPA 1.6 CHT – ATé 1992 FORD – ESCORT 1.6 CHT – ATé 1991 FORD – VERONA 1.6 CHT – TODOS VOLKSWAGEN – GOL 1.6 AE – TODOS VOLKSWAGEN – GOL 1.0 AE – TODOS VOLKSWAGEN – GOL 1.0AE CFI – 95/96 VOLKSWAGEN – PARATI 1.6 AE – TODOS VOLKSWAGEN – SAVEIRO 1.6 AE – TODOS VOLKSWAGEN – VOYAGE 1.6 AE – TODOS FIAT – TIPO 1.6 8V – TODOS";"";"8511.1000";"0,00";"0,00";"12,48";"12,48";"12,48";"22,46";"0,00";"80%";"1,8000";"4";"4,00";"4,00";"4,00";"F";"F";"";"=""BKR5EY""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR5EY";"";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48463";"";"VELA";"IGNICAO";"=""BKR6EKC""";"NGK";"";"FIAT – FIORINO 1.0 – 1996 EM DIANTE FIAT – MAREA 1.8 16V – TODOS FIAT – MAREA 2.0 16V – TODOS FIAT – PALIO 1.0 – 1996 EM DIANTE FIAT – PALIO 1.6 16V – ATE 1999 FIAT – SIENA 1.0 – 1996 EM DIANTE FIAT – SIENA 1.6 16V – ATE 1998 FIAT – STILO 1.8 16V – 2002 EM DIANTE FIAT – STILO 2.4 20V – 2002 EM DIANTE FIAT – STRADA 1.6 16V – ATE 1999 GM – ASTRA 2.0 16V – 1998 EM DIANTE GM – CORSA 1.0 16V – TODOS GM – CORSA 1.6 16V – TODOS GM – MERIVA 1.8 16V – 2002 EM DIANTE GM – TIGRA 1.6 16V – 1994 EM DIANTE GM – VECTRA 2.0 16V – 1997 EM DIANTE GM – VECTRA 2.2 16V – TODOS GM – ZAFIRA 2.0 16V – 2001 EM DIANTE PEUGEOT – 206 1.6 8V – TODOS PEUGEOT – PARTNER 1.8 – TODOS RENAULT – LAGUNA 3.0 24V – ATE 1998 RENAULT – MEGANE 2.0 16V – TODOS RENAULT – R19 1.8 16V – TODOS CITROEN – BERLINGO 1.8 8V – 1998 ATE 2004 CITROEN – XANTIA 2.0 1995 – ATE 2001 CITROEN – XANTIA 3.0 V6 1995 – ATE 2001 CITROEN – XSARA 2.0 16V 1997 – ATE 2001 BMW – 316I 1.6 – 1993 EM DIANTE BMW – 318I 1.8 16V – 1991 EM DIANTE BMW – 320I 2.0 24V – 1992 EM DIANTE BMW – 323I 2.5 24V – 1997 EM DIANTE BMW – 328I 2.8 24V – 1993 EM DIANTE BMW – 525I 2.5 24V – 1991 EM DIANTE BMW – 528I 2.8 24V – 1995 EM DIANTE BMW – 540I 4.0 – 1992 EM DIANTE BMW – 540I 4.4 32V – 1992 EM DIANTE";"";"8511.1000";"0,00";"0,00";"16,52";"16,52";"16,52";"29,74";"0,00";"80%";"1,8000";"8";"4,00";"4,00";"4,00";"F";"F";"";"=""BKR6EKC""";"";"";"";"=""""";"";"";"F";"=""7897707510474""";"=""""";"";"";"";"LOJA";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"3786";"19.57";"18.00";"2.42";"1.11";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48464";"";"VELA";"IGNICAO";"=""ZFR6J-11""";"NGK";"";"HONDA ACCORD 2.0 16V - APOS 2006 ACCORD 2.2 16V - 1990 A 1998 CIVIC 1.5 16V - 1991 A 2001 CIVIC 1.6 16V - 1992 A 2001 CIVIC 1.7 16V - 2001 A 2006 FIT 1.4 - APOS 2013 FIT 1.5 16V - 2005 A 2008 PRELUDE 2.2 16V - 1993 A 1996 (ZFR6J-11)";"";"8511.1000";"0,00";"0,00";"24,58";"24,58";"24,58";"44,24";"0,00";"80%";"1,8000";"12";"4,00";"4,00";"4,00";"F";"F";"";"=""ZFR6J-11""";"";"";"";"=""""";"";"";"F";"=""7897707511136""";"=""""";"";"";"";"LOJA";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"3786";"26.50";"18.00";"3.27";"1.50";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48466";"";"VELA";"IGNICAO";"=""BKR5ES-11""";"NGK";"";"HYUNDAI - ACCENT 1.5 12V ( SOHC ) / GL / GLS GASOLINA / GNV - ACCENT 1.5 16V ( G4EA ) GASOLINA / GNV DESDE 1999 - ATOS 1.0 12V GASOLINA / GNV 08/1999 A 06/2001 - ATOS 1.0 12V GASOLINA / GNV 05/2001 A 2002 - COUPE 2.0 16V GASOLINA / GNV - ELANTRA 2.0 16V ( 142 CV ) GASOLINA / GNV DESDE 2000 - I30 2.0 ( 145 CV - G4GC ) GASOLINA / GNV DESDE 2009 - MATRIX 1.8 16V GASOLINA / GNV DESDE 07/2001 - TUCSON 2.0 GASOLINA / GNV DESDE 2004 - KIA MOTORS - CARENS 2.0 16V DOHC CVVT ( 149CV ) GASOLINA / GNV DESDE 11/2006 - CARENS II 2.0 ( 138 CV - G4GC ) GASOLINA / GNV DESDE 08/2004 - CERATO 1.6 16V DOHC GASOLINA / GNV 02/2004 A 08/2006 - CERATO 2.0 16V DOHC ( 141 CV - G4GC ) GASOLINA / GNV DESDE 02/2004 - MAGENTIS 2.0 16V DOHC ( 145 CV - G4KA ) GASOLINA / GNV DESDE 10/2005 - PICANTO 1.1 ( 65 CV - G4HG ) GASOLINA / GNV DESDE 10/2003 - PICANTO 1.1 SOHC 12V ( 64 CV ) GASOLINA / GNV DESDE 2006 - SPORTAGE 2.0 16V CVVT ( 142 CV ) GASOLINA / GNV DESDE 08/2004 - SPORTAGE 2.5 ( 175 CV ) GASOLINA / GNV DESDE 09/2004 - NISSAN - MAXIMA ( VG30 / VG30E ) GASOLINA / GNV DESDE 1994";"";"8511.1000";"0,00";"0,00";"11,71";"11,71";"11,71";"21,08";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR5ES-11""";"";"";"";"=""""";"";"";"F";"=""7897707511204""";"=""""";"";"";"";"LOJA";"";"";"PC";"";"";"0,00";"";"3786";"13.55";"18.00";"1.67";"0.77";"t";"=""43200789425615000505550020004851391612925488""";"";"";"0.0000";"";"";"";"";"";
"48568";"";"VELA";"(DUPLICADO) AQUECEDORA";"=""""";"IMPORTADO";"";"KIA 2.5 16V SORENTO HR K2500";"";"8511.8010";"1,00";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48582";"";"VELA";"IGNICAO";"=""3861""";"IMPORTADO";"";"TOY 2.5 2KD HILUX 04/... 3.0 1KD HILUX 12/... (C9692)(19850-0L010)";"";"8511.8010";"1,00";"3,00";"39,00";"39,00";"39,00";"70,20";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""3861""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48727";"";"VELA";"IGNICAO";"=""BPR7E""";"NGK";"";"CHEVROLET / GM: AGILE 1.4 8V / ECONO.FLEX: 2009 > ASTRA 1.8 / 2.0 8V SOHC MPFI ETANOL: 2000 > ASTRA 2.0 8V / FLEXPOWER: 2009 > COBALT 1.4 / ECONO.FLEX: 2011 > CORSA 1.4 8V / ECONO.FLEX: 2007 > KADETT 1.8 / 2.0: 1994 > MERIVA 1.4 / ECONO.FLEX: 2008 > MONTANA 1.4 8V ECONOFLEX: 2007 > MONZA 1.8 / 2.0: 1995 > OMEGA / SUPREMA 2.2 4CIL. - MPFI / (ETANOL / GNV): ONIX 1.4 8V: 2012 > PRISMA 1.4 8V / ECONO FLEX: 2006 > VECTRA 2.0 8V / FLEXPOWER: 2009 > VECTRA GT / GTX 2.0 8V / FLEXPOWER: 2009 > ZAFIRA 2.0 8V / FLEXPOWER: 2009 >FIAT: 147 ( ETANOL) ELBA 1.3 / 1.5 / 1.6 : 1986 > 1996 FIORINO / FIORINO PICK-UP 1.0 / 1.3 /1.5 / 1.6 8V / CARB. / INJ.: 1989 > 1996 OGGI 1.050 / 1.300 / 1.415 PREMIO 1.3 / 1.5 / 1.6 TEMPRA 2.0 8V: 1992 > UNO 1.0 CARB. / 1.0 I.E. / MILLE: 1993 > 2001 UNO 1.3: 1985 > 1991 UNO 1.5 CARB.: ATE 1991 UNO 1.5 / 1.6 INJ: 1992";"";"8511.1000";"0,00";"0,00";"11,22";"11,22";"11,22";"20,20";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""BPR7E""";"";"";"";"=""""";"";"";"F";"=""7897707506712""";"=""""";"";"";"";"LOJA";"";"";"PC";"BPR7E";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48728";"";"VELA";"IGNICAO";"=""TR6B-10""";"NGK";"";"FORD: COURIER 1.6 / ZETEC ROCAM: 1999 > ECOSPORT 1.6 8V / ZETEC ROCAM: 2003 > ESCORT 1.6 8V / ZETEC ROCAM: 2000 > 2002 FIESTA 1.0 8V / ZETEC ROCAM: 1999 > 2006 FIESTA 1.6 8V / ZETEC ROCAM: 1999 > FOCUS 1.6 8V - SOHC / ZETEC ROCAM KA 1.0 / ZETEC ROCAM: 1999 > KA 1.6 / ZETEC ROCAM: 1999 > KA 1.6 8V / ZETEC ROCAM FLEX: 2008 >";"";"8511.1000";"0,00";"0,00";"13,88";"13,88";"13,88";"24,98";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""TR6B-10""";"";"";"";"=""""";"";"";"F";"=""7897707509652""";"=""""";"";"";"";"LOJA";"";"";"PC";"TR6B-10";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"48729";"";"VELA";"IGNICAO";"=""BKR6EZ""";"NGK";"";"FIAT) [FIASA] ELBA 1.5 SPI 94> ALCOOL/(FIAT) [FIASA] FIORINO 1.0 MPI 93/96 ALCOOL/(FIAT) [FIASA) FIORINO 1.5 SPI 93/96 ALCOOL/(FIAT) [FIASA) PREMIO 1.5 SPI 92> ALCOOL/(FIAT) [SEVEL] PREMIO 1.6 SPI 92> ALCOOL/(FIAT) TEMPRA 2.0 8V CARBURADO E SPI 92> ALCOOL/(FIAT) [FIASA] UNO 1.5 SPI 92>/ALCOOL/(FIAT) [SEVEL] UNO 1.6 MPI/SPI 92> ALCOOL/(FIAT) [SEVEL] UNO 1.6R 92>/(GM) AGILE 1.4 8V 09> FLEX/(GM) ASTRA 2.0 8V 09> FLEX/(GM) CELTA 1.4 8V 06> FLEX/(GM) COBALT 1.4 8V 11> FLEX/(GM) CORSA 1.4 8V 09> FLEX/(GM) IPANEMA 1.8,2.0 89/92 ALCOOL/(GM) IPANEMA 1.8,2.0 EFI/MPFI 92> ALCOOL/(GM) KADETT 1.8,2.0 89/92 ALCOOL/(GM) KADETT 1.8,2.0 EFI/MPFI 92> ALCOOL/(GM) MONTANA 1.4 08> FLEX/(GM) MONZA 1.6,1.8,2.0 82/92 ALCOOL/(GM) MONZA 1.8,2.0 EFI/MPFI 92> ALCOOL/(GM) OMEGA 2.2 8V 92/98 ALCOOL/(GM) ONIX 1.4 8V 12> FLEX/(GM) SUPREMA 2.2 8V 92/98 ALCOOL/(GM) PRISMA 1.4 8V 06> FLEX/(GM) VECTRA NOVO 2.0 8V 09>/FLEX/(GM) ZAFIRA 2.0 8V 09> FLEX";"";"8511.1000";"0,00";"0,00";"14,60";"14,60";"14,60";"26,28";"0,00";"80%";"1,8000";"8";"4,00";"0,00";"4,00";"F";"F";"";"=""BKR6EZ""";"";"";"";"=""""";"";"";"F";"=""7897707508846""";"=""""";"";"";"";"LOJA";"";"";"PC";"BKR6EZ";"";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"Total Registros";"106";
